fips,date,year,month,day_of_week,d_date
2.0,2021-03-07,2021,3,6,20210307
1.0,2021-03-07,2021,3,6,20210307
5.0,2021-03-07,2021,3,6,20210307
60.0,2021-03-07,2021,3,6,20210307
4.0,2021-03-07,2021,3,6,20210307
6.0,2021-03-07,2021,3,6,20210307
8.0,2021-03-07,2021,3,6,20210307
9.0,2021-03-07,2021,3,6,20210307
11.0,2021-03-07,2021,3,6,20210307
10.0,2021-03-07,2021,3,6,20210307
12.0,2021-03-07,2021,3,6,20210307
13.0,2021-03-07,2021,3,6,20210307
66.0,2021-03-07,2021,3,6,20210307
15.0,2021-03-07,2021,3,6,20210307
19.0,2021-03-07,2021,3,6,20210307
16.0,2021-03-07,2021,3,6,20210307
17.0,2021-03-07,2021,3,6,20210307
18.0,2021-03-07,2021,3,6,20210307
20.0,2021-03-07,2021,3,6,20210307
21.0,2021-03-07,2021,3,6,20210307
22.0,2021-03-07,2021,3,6,20210307
25.0,2021-03-07,2021,3,6,20210307
24.0,2021-03-07,2021,3,6,20210307
23.0,2021-03-07,2021,3,6,20210307
26.0,2021-03-07,2021,3,6,20210307
27.0,2021-03-07,2021,3,6,20210307
29.0,2021-03-07,2021,3,6,20210307
69.0,2021-03-07,2021,3,6,20210307
28.0,2021-03-07,2021,3,6,20210307
30.0,2021-03-07,2021,3,6,20210307
37.0,2021-03-07,2021,3,6,20210307
38.0,2021-03-07,2021,3,6,20210307
31.0,2021-03-07,2021,3,6,20210307
33.0,2021-03-07,2021,3,6,20210307
34.0,2021-03-07,2021,3,6,20210307
35.0,2021-03-07,2021,3,6,20210307
32.0,2021-03-07,2021,3,6,20210307
36.0,2021-03-07,2021,3,6,20210307
39.0,2021-03-07,2021,3,6,20210307
40.0,2021-03-07,2021,3,6,20210307
41.0,2021-03-07,2021,3,6,20210307
42.0,2021-03-07,2021,3,6,20210307
72.0,2021-03-07,2021,3,6,20210307
44.0,2021-03-07,2021,3,6,20210307
45.0,2021-03-07,2021,3,6,20210307
46.0,2021-03-07,2021,3,6,20210307
47.0,2021-03-07,2021,3,6,20210307
48.0,2021-03-07,2021,3,6,20210307
49.0,2021-03-07,2021,3,6,20210307
51.0,2021-03-07,2021,3,6,20210307
78.0,2021-03-07,2021,3,6,20210307
50.0,2021-03-07,2021,3,6,20210307
53.0,2021-03-07,2021,3,6,20210307
55.0,2021-03-07,2021,3,6,20210307
54.0,2021-03-07,2021,3,6,20210307
56.0,2021-03-07,2021,3,6,20210307
2.0,2021-03-06,2021,3,5,20210306
1.0,2021-03-06,2021,3,5,20210306
5.0,2021-03-06,2021,3,5,20210306
60.0,2021-03-06,2021,3,5,20210306
4.0,2021-03-06,2021,3,5,20210306
6.0,2021-03-06,2021,3,5,20210306
8.0,2021-03-06,2021,3,5,20210306
9.0,2021-03-06,2021,3,5,20210306
11.0,2021-03-06,2021,3,5,20210306
10.0,2021-03-06,2021,3,5,20210306
12.0,2021-03-06,2021,3,5,20210306
13.0,2021-03-06,2021,3,5,20210306
66.0,2021-03-06,2021,3,5,20210306
15.0,2021-03-06,2021,3,5,20210306
19.0,2021-03-06,2021,3,5,20210306
16.0,2021-03-06,2021,3,5,20210306
17.0,2021-03-06,2021,3,5,20210306
18.0,2021-03-06,2021,3,5,20210306
20.0,2021-03-06,2021,3,5,20210306
21.0,2021-03-06,2021,3,5,20210306
22.0,2021-03-06,2021,3,5,20210306
25.0,2021-03-06,2021,3,5,20210306
24.0,2021-03-06,2021,3,5,20210306
23.0,2021-03-06,2021,3,5,20210306
26.0,2021-03-06,2021,3,5,20210306
27.0,2021-03-06,2021,3,5,20210306
29.0,2021-03-06,2021,3,5,20210306
69.0,2021-03-06,2021,3,5,20210306
28.0,2021-03-06,2021,3,5,20210306
30.0,2021-03-06,2021,3,5,20210306
37.0,2021-03-06,2021,3,5,20210306
38.0,2021-03-06,2021,3,5,20210306
31.0,2021-03-06,2021,3,5,20210306
33.0,2021-03-06,2021,3,5,20210306
34.0,2021-03-06,2021,3,5,20210306
35.0,2021-03-06,2021,3,5,20210306
32.0,2021-03-06,2021,3,5,20210306
36.0,2021-03-06,2021,3,5,20210306
39.0,2021-03-06,2021,3,5,20210306
40.0,2021-03-06,2021,3,5,20210306
41.0,2021-03-06,2021,3,5,20210306
42.0,2021-03-06,2021,3,5,20210306
72.0,2021-03-06,2021,3,5,20210306
44.0,2021-03-06,2021,3,5,20210306
45.0,2021-03-06,2021,3,5,20210306
46.0,2021-03-06,2021,3,5,20210306
47.0,2021-03-06,2021,3,5,20210306
48.0,2021-03-06,2021,3,5,20210306
49.0,2021-03-06,2021,3,5,20210306
51.0,2021-03-06,2021,3,5,20210306
78.0,2021-03-06,2021,3,5,20210306
50.0,2021-03-06,2021,3,5,20210306
53.0,2021-03-06,2021,3,5,20210306
55.0,2021-03-06,2021,3,5,20210306
54.0,2021-03-06,2021,3,5,20210306
56.0,2021-03-06,2021,3,5,20210306
2.0,2021-03-05,2021,3,4,20210305
1.0,2021-03-05,2021,3,4,20210305
5.0,2021-03-05,2021,3,4,20210305
60.0,2021-03-05,2021,3,4,20210305
4.0,2021-03-05,2021,3,4,20210305
6.0,2021-03-05,2021,3,4,20210305
8.0,2021-03-05,2021,3,4,20210305
9.0,2021-03-05,2021,3,4,20210305
11.0,2021-03-05,2021,3,4,20210305
10.0,2021-03-05,2021,3,4,20210305
12.0,2021-03-05,2021,3,4,20210305
13.0,2021-03-05,2021,3,4,20210305
66.0,2021-03-05,2021,3,4,20210305
15.0,2021-03-05,2021,3,4,20210305
19.0,2021-03-05,2021,3,4,20210305
16.0,2021-03-05,2021,3,4,20210305
17.0,2021-03-05,2021,3,4,20210305
18.0,2021-03-05,2021,3,4,20210305
20.0,2021-03-05,2021,3,4,20210305
21.0,2021-03-05,2021,3,4,20210305
22.0,2021-03-05,2021,3,4,20210305
25.0,2021-03-05,2021,3,4,20210305
24.0,2021-03-05,2021,3,4,20210305
23.0,2021-03-05,2021,3,4,20210305
26.0,2021-03-05,2021,3,4,20210305
27.0,2021-03-05,2021,3,4,20210305
29.0,2021-03-05,2021,3,4,20210305
69.0,2021-03-05,2021,3,4,20210305
28.0,2021-03-05,2021,3,4,20210305
30.0,2021-03-05,2021,3,4,20210305
37.0,2021-03-05,2021,3,4,20210305
38.0,2021-03-05,2021,3,4,20210305
31.0,2021-03-05,2021,3,4,20210305
33.0,2021-03-05,2021,3,4,20210305
34.0,2021-03-05,2021,3,4,20210305
35.0,2021-03-05,2021,3,4,20210305
32.0,2021-03-05,2021,3,4,20210305
36.0,2021-03-05,2021,3,4,20210305
39.0,2021-03-05,2021,3,4,20210305
40.0,2021-03-05,2021,3,4,20210305
41.0,2021-03-05,2021,3,4,20210305
42.0,2021-03-05,2021,3,4,20210305
72.0,2021-03-05,2021,3,4,20210305
44.0,2021-03-05,2021,3,4,20210305
45.0,2021-03-05,2021,3,4,20210305
46.0,2021-03-05,2021,3,4,20210305
47.0,2021-03-05,2021,3,4,20210305
48.0,2021-03-05,2021,3,4,20210305
49.0,2021-03-05,2021,3,4,20210305
51.0,2021-03-05,2021,3,4,20210305
78.0,2021-03-05,2021,3,4,20210305
50.0,2021-03-05,2021,3,4,20210305
53.0,2021-03-05,2021,3,4,20210305
55.0,2021-03-05,2021,3,4,20210305
54.0,2021-03-05,2021,3,4,20210305
56.0,2021-03-05,2021,3,4,20210305
2.0,2021-03-04,2021,3,3,20210304
1.0,2021-03-04,2021,3,3,20210304
5.0,2021-03-04,2021,3,3,20210304
60.0,2021-03-04,2021,3,3,20210304
4.0,2021-03-04,2021,3,3,20210304
6.0,2021-03-04,2021,3,3,20210304
8.0,2021-03-04,2021,3,3,20210304
9.0,2021-03-04,2021,3,3,20210304
11.0,2021-03-04,2021,3,3,20210304
10.0,2021-03-04,2021,3,3,20210304
12.0,2021-03-04,2021,3,3,20210304
13.0,2021-03-04,2021,3,3,20210304
66.0,2021-03-04,2021,3,3,20210304
15.0,2021-03-04,2021,3,3,20210304
19.0,2021-03-04,2021,3,3,20210304
16.0,2021-03-04,2021,3,3,20210304
17.0,2021-03-04,2021,3,3,20210304
18.0,2021-03-04,2021,3,3,20210304
20.0,2021-03-04,2021,3,3,20210304
21.0,2021-03-04,2021,3,3,20210304
22.0,2021-03-04,2021,3,3,20210304
25.0,2021-03-04,2021,3,3,20210304
24.0,2021-03-04,2021,3,3,20210304
23.0,2021-03-04,2021,3,3,20210304
26.0,2021-03-04,2021,3,3,20210304
27.0,2021-03-04,2021,3,3,20210304
29.0,2021-03-04,2021,3,3,20210304
69.0,2021-03-04,2021,3,3,20210304
28.0,2021-03-04,2021,3,3,20210304
30.0,2021-03-04,2021,3,3,20210304
37.0,2021-03-04,2021,3,3,20210304
38.0,2021-03-04,2021,3,3,20210304
31.0,2021-03-04,2021,3,3,20210304
33.0,2021-03-04,2021,3,3,20210304
34.0,2021-03-04,2021,3,3,20210304
35.0,2021-03-04,2021,3,3,20210304
32.0,2021-03-04,2021,3,3,20210304
36.0,2021-03-04,2021,3,3,20210304
39.0,2021-03-04,2021,3,3,20210304
40.0,2021-03-04,2021,3,3,20210304
41.0,2021-03-04,2021,3,3,20210304
42.0,2021-03-04,2021,3,3,20210304
72.0,2021-03-04,2021,3,3,20210304
44.0,2021-03-04,2021,3,3,20210304
45.0,2021-03-04,2021,3,3,20210304
46.0,2021-03-04,2021,3,3,20210304
47.0,2021-03-04,2021,3,3,20210304
48.0,2021-03-04,2021,3,3,20210304
49.0,2021-03-04,2021,3,3,20210304
51.0,2021-03-04,2021,3,3,20210304
78.0,2021-03-04,2021,3,3,20210304
50.0,2021-03-04,2021,3,3,20210304
53.0,2021-03-04,2021,3,3,20210304
55.0,2021-03-04,2021,3,3,20210304
54.0,2021-03-04,2021,3,3,20210304
56.0,2021-03-04,2021,3,3,20210304
2.0,2021-03-03,2021,3,2,20210303
1.0,2021-03-03,2021,3,2,20210303
5.0,2021-03-03,2021,3,2,20210303
60.0,2021-03-03,2021,3,2,20210303
4.0,2021-03-03,2021,3,2,20210303
6.0,2021-03-03,2021,3,2,20210303
8.0,2021-03-03,2021,3,2,20210303
9.0,2021-03-03,2021,3,2,20210303
11.0,2021-03-03,2021,3,2,20210303
10.0,2021-03-03,2021,3,2,20210303
12.0,2021-03-03,2021,3,2,20210303
13.0,2021-03-03,2021,3,2,20210303
66.0,2021-03-03,2021,3,2,20210303
15.0,2021-03-03,2021,3,2,20210303
19.0,2021-03-03,2021,3,2,20210303
16.0,2021-03-03,2021,3,2,20210303
17.0,2021-03-03,2021,3,2,20210303
18.0,2021-03-03,2021,3,2,20210303
20.0,2021-03-03,2021,3,2,20210303
21.0,2021-03-03,2021,3,2,20210303
22.0,2021-03-03,2021,3,2,20210303
25.0,2021-03-03,2021,3,2,20210303
24.0,2021-03-03,2021,3,2,20210303
23.0,2021-03-03,2021,3,2,20210303
26.0,2021-03-03,2021,3,2,20210303
27.0,2021-03-03,2021,3,2,20210303
29.0,2021-03-03,2021,3,2,20210303
69.0,2021-03-03,2021,3,2,20210303
28.0,2021-03-03,2021,3,2,20210303
30.0,2021-03-03,2021,3,2,20210303
37.0,2021-03-03,2021,3,2,20210303
38.0,2021-03-03,2021,3,2,20210303
31.0,2021-03-03,2021,3,2,20210303
33.0,2021-03-03,2021,3,2,20210303
34.0,2021-03-03,2021,3,2,20210303
35.0,2021-03-03,2021,3,2,20210303
32.0,2021-03-03,2021,3,2,20210303
36.0,2021-03-03,2021,3,2,20210303
39.0,2021-03-03,2021,3,2,20210303
40.0,2021-03-03,2021,3,2,20210303
41.0,2021-03-03,2021,3,2,20210303
42.0,2021-03-03,2021,3,2,20210303
72.0,2021-03-03,2021,3,2,20210303
44.0,2021-03-03,2021,3,2,20210303
45.0,2021-03-03,2021,3,2,20210303
46.0,2021-03-03,2021,3,2,20210303
47.0,2021-03-03,2021,3,2,20210303
48.0,2021-03-03,2021,3,2,20210303
49.0,2021-03-03,2021,3,2,20210303
51.0,2021-03-03,2021,3,2,20210303
78.0,2021-03-03,2021,3,2,20210303
50.0,2021-03-03,2021,3,2,20210303
53.0,2021-03-03,2021,3,2,20210303
55.0,2021-03-03,2021,3,2,20210303
54.0,2021-03-03,2021,3,2,20210303
56.0,2021-03-03,2021,3,2,20210303
2.0,2021-03-02,2021,3,1,20210302
1.0,2021-03-02,2021,3,1,20210302
5.0,2021-03-02,2021,3,1,20210302
60.0,2021-03-02,2021,3,1,20210302
4.0,2021-03-02,2021,3,1,20210302
6.0,2021-03-02,2021,3,1,20210302
8.0,2021-03-02,2021,3,1,20210302
9.0,2021-03-02,2021,3,1,20210302
11.0,2021-03-02,2021,3,1,20210302
10.0,2021-03-02,2021,3,1,20210302
12.0,2021-03-02,2021,3,1,20210302
13.0,2021-03-02,2021,3,1,20210302
66.0,2021-03-02,2021,3,1,20210302
15.0,2021-03-02,2021,3,1,20210302
19.0,2021-03-02,2021,3,1,20210302
16.0,2021-03-02,2021,3,1,20210302
17.0,2021-03-02,2021,3,1,20210302
18.0,2021-03-02,2021,3,1,20210302
20.0,2021-03-02,2021,3,1,20210302
21.0,2021-03-02,2021,3,1,20210302
22.0,2021-03-02,2021,3,1,20210302
25.0,2021-03-02,2021,3,1,20210302
24.0,2021-03-02,2021,3,1,20210302
23.0,2021-03-02,2021,3,1,20210302
26.0,2021-03-02,2021,3,1,20210302
27.0,2021-03-02,2021,3,1,20210302
29.0,2021-03-02,2021,3,1,20210302
69.0,2021-03-02,2021,3,1,20210302
28.0,2021-03-02,2021,3,1,20210302
30.0,2021-03-02,2021,3,1,20210302
37.0,2021-03-02,2021,3,1,20210302
38.0,2021-03-02,2021,3,1,20210302
31.0,2021-03-02,2021,3,1,20210302
33.0,2021-03-02,2021,3,1,20210302
34.0,2021-03-02,2021,3,1,20210302
35.0,2021-03-02,2021,3,1,20210302
32.0,2021-03-02,2021,3,1,20210302
36.0,2021-03-02,2021,3,1,20210302
39.0,2021-03-02,2021,3,1,20210302
40.0,2021-03-02,2021,3,1,20210302
41.0,2021-03-02,2021,3,1,20210302
42.0,2021-03-02,2021,3,1,20210302
72.0,2021-03-02,2021,3,1,20210302
44.0,2021-03-02,2021,3,1,20210302
45.0,2021-03-02,2021,3,1,20210302
46.0,2021-03-02,2021,3,1,20210302
47.0,2021-03-02,2021,3,1,20210302
48.0,2021-03-02,2021,3,1,20210302
49.0,2021-03-02,2021,3,1,20210302
51.0,2021-03-02,2021,3,1,20210302
78.0,2021-03-02,2021,3,1,20210302
50.0,2021-03-02,2021,3,1,20210302
53.0,2021-03-02,2021,3,1,20210302
55.0,2021-03-02,2021,3,1,20210302
54.0,2021-03-02,2021,3,1,20210302
56.0,2021-03-02,2021,3,1,20210302
2.0,2021-03-01,2021,3,0,20210301
1.0,2021-03-01,2021,3,0,20210301
5.0,2021-03-01,2021,3,0,20210301
60.0,2021-03-01,2021,3,0,20210301
4.0,2021-03-01,2021,3,0,20210301
6.0,2021-03-01,2021,3,0,20210301
8.0,2021-03-01,2021,3,0,20210301
9.0,2021-03-01,2021,3,0,20210301
11.0,2021-03-01,2021,3,0,20210301
10.0,2021-03-01,2021,3,0,20210301
12.0,2021-03-01,2021,3,0,20210301
13.0,2021-03-01,2021,3,0,20210301
66.0,2021-03-01,2021,3,0,20210301
15.0,2021-03-01,2021,3,0,20210301
19.0,2021-03-01,2021,3,0,20210301
16.0,2021-03-01,2021,3,0,20210301
17.0,2021-03-01,2021,3,0,20210301
18.0,2021-03-01,2021,3,0,20210301
20.0,2021-03-01,2021,3,0,20210301
21.0,2021-03-01,2021,3,0,20210301
22.0,2021-03-01,2021,3,0,20210301
25.0,2021-03-01,2021,3,0,20210301
24.0,2021-03-01,2021,3,0,20210301
23.0,2021-03-01,2021,3,0,20210301
26.0,2021-03-01,2021,3,0,20210301
27.0,2021-03-01,2021,3,0,20210301
29.0,2021-03-01,2021,3,0,20210301
69.0,2021-03-01,2021,3,0,20210301
28.0,2021-03-01,2021,3,0,20210301
30.0,2021-03-01,2021,3,0,20210301
37.0,2021-03-01,2021,3,0,20210301
38.0,2021-03-01,2021,3,0,20210301
31.0,2021-03-01,2021,3,0,20210301
33.0,2021-03-01,2021,3,0,20210301
34.0,2021-03-01,2021,3,0,20210301
35.0,2021-03-01,2021,3,0,20210301
32.0,2021-03-01,2021,3,0,20210301
36.0,2021-03-01,2021,3,0,20210301
39.0,2021-03-01,2021,3,0,20210301
40.0,2021-03-01,2021,3,0,20210301
41.0,2021-03-01,2021,3,0,20210301
42.0,2021-03-01,2021,3,0,20210301
72.0,2021-03-01,2021,3,0,20210301
44.0,2021-03-01,2021,3,0,20210301
45.0,2021-03-01,2021,3,0,20210301
46.0,2021-03-01,2021,3,0,20210301
47.0,2021-03-01,2021,3,0,20210301
48.0,2021-03-01,2021,3,0,20210301
49.0,2021-03-01,2021,3,0,20210301
51.0,2021-03-01,2021,3,0,20210301
78.0,2021-03-01,2021,3,0,20210301
50.0,2021-03-01,2021,3,0,20210301
53.0,2021-03-01,2021,3,0,20210301
55.0,2021-03-01,2021,3,0,20210301
54.0,2021-03-01,2021,3,0,20210301
56.0,2021-03-01,2021,3,0,20210301
2.0,2021-02-28,2021,2,6,20210228
1.0,2021-02-28,2021,2,6,20210228
5.0,2021-02-28,2021,2,6,20210228
60.0,2021-02-28,2021,2,6,20210228
4.0,2021-02-28,2021,2,6,20210228
6.0,2021-02-28,2021,2,6,20210228
8.0,2021-02-28,2021,2,6,20210228
9.0,2021-02-28,2021,2,6,20210228
11.0,2021-02-28,2021,2,6,20210228
10.0,2021-02-28,2021,2,6,20210228
12.0,2021-02-28,2021,2,6,20210228
13.0,2021-02-28,2021,2,6,20210228
66.0,2021-02-28,2021,2,6,20210228
15.0,2021-02-28,2021,2,6,20210228
19.0,2021-02-28,2021,2,6,20210228
16.0,2021-02-28,2021,2,6,20210228
17.0,2021-02-28,2021,2,6,20210228
18.0,2021-02-28,2021,2,6,20210228
20.0,2021-02-28,2021,2,6,20210228
21.0,2021-02-28,2021,2,6,20210228
22.0,2021-02-28,2021,2,6,20210228
25.0,2021-02-28,2021,2,6,20210228
24.0,2021-02-28,2021,2,6,20210228
23.0,2021-02-28,2021,2,6,20210228
26.0,2021-02-28,2021,2,6,20210228
27.0,2021-02-28,2021,2,6,20210228
29.0,2021-02-28,2021,2,6,20210228
69.0,2021-02-28,2021,2,6,20210228
28.0,2021-02-28,2021,2,6,20210228
30.0,2021-02-28,2021,2,6,20210228
37.0,2021-02-28,2021,2,6,20210228
38.0,2021-02-28,2021,2,6,20210228
31.0,2021-02-28,2021,2,6,20210228
33.0,2021-02-28,2021,2,6,20210228
34.0,2021-02-28,2021,2,6,20210228
35.0,2021-02-28,2021,2,6,20210228
32.0,2021-02-28,2021,2,6,20210228
36.0,2021-02-28,2021,2,6,20210228
39.0,2021-02-28,2021,2,6,20210228
40.0,2021-02-28,2021,2,6,20210228
41.0,2021-02-28,2021,2,6,20210228
42.0,2021-02-28,2021,2,6,20210228
72.0,2021-02-28,2021,2,6,20210228
44.0,2021-02-28,2021,2,6,20210228
45.0,2021-02-28,2021,2,6,20210228
46.0,2021-02-28,2021,2,6,20210228
47.0,2021-02-28,2021,2,6,20210228
48.0,2021-02-28,2021,2,6,20210228
49.0,2021-02-28,2021,2,6,20210228
51.0,2021-02-28,2021,2,6,20210228
78.0,2021-02-28,2021,2,6,20210228
50.0,2021-02-28,2021,2,6,20210228
53.0,2021-02-28,2021,2,6,20210228
55.0,2021-02-28,2021,2,6,20210228
54.0,2021-02-28,2021,2,6,20210228
56.0,2021-02-28,2021,2,6,20210228
2.0,2021-02-27,2021,2,5,20210227
1.0,2021-02-27,2021,2,5,20210227
5.0,2021-02-27,2021,2,5,20210227
60.0,2021-02-27,2021,2,5,20210227
4.0,2021-02-27,2021,2,5,20210227
6.0,2021-02-27,2021,2,5,20210227
8.0,2021-02-27,2021,2,5,20210227
9.0,2021-02-27,2021,2,5,20210227
11.0,2021-02-27,2021,2,5,20210227
10.0,2021-02-27,2021,2,5,20210227
12.0,2021-02-27,2021,2,5,20210227
13.0,2021-02-27,2021,2,5,20210227
66.0,2021-02-27,2021,2,5,20210227
15.0,2021-02-27,2021,2,5,20210227
19.0,2021-02-27,2021,2,5,20210227
16.0,2021-02-27,2021,2,5,20210227
17.0,2021-02-27,2021,2,5,20210227
18.0,2021-02-27,2021,2,5,20210227
20.0,2021-02-27,2021,2,5,20210227
21.0,2021-02-27,2021,2,5,20210227
22.0,2021-02-27,2021,2,5,20210227
25.0,2021-02-27,2021,2,5,20210227
24.0,2021-02-27,2021,2,5,20210227
23.0,2021-02-27,2021,2,5,20210227
26.0,2021-02-27,2021,2,5,20210227
27.0,2021-02-27,2021,2,5,20210227
29.0,2021-02-27,2021,2,5,20210227
69.0,2021-02-27,2021,2,5,20210227
28.0,2021-02-27,2021,2,5,20210227
30.0,2021-02-27,2021,2,5,20210227
37.0,2021-02-27,2021,2,5,20210227
38.0,2021-02-27,2021,2,5,20210227
31.0,2021-02-27,2021,2,5,20210227
33.0,2021-02-27,2021,2,5,20210227
34.0,2021-02-27,2021,2,5,20210227
35.0,2021-02-27,2021,2,5,20210227
32.0,2021-02-27,2021,2,5,20210227
36.0,2021-02-27,2021,2,5,20210227
39.0,2021-02-27,2021,2,5,20210227
40.0,2021-02-27,2021,2,5,20210227
41.0,2021-02-27,2021,2,5,20210227
42.0,2021-02-27,2021,2,5,20210227
72.0,2021-02-27,2021,2,5,20210227
44.0,2021-02-27,2021,2,5,20210227
45.0,2021-02-27,2021,2,5,20210227
46.0,2021-02-27,2021,2,5,20210227
47.0,2021-02-27,2021,2,5,20210227
48.0,2021-02-27,2021,2,5,20210227
49.0,2021-02-27,2021,2,5,20210227
51.0,2021-02-27,2021,2,5,20210227
78.0,2021-02-27,2021,2,5,20210227
50.0,2021-02-27,2021,2,5,20210227
53.0,2021-02-27,2021,2,5,20210227
55.0,2021-02-27,2021,2,5,20210227
54.0,2021-02-27,2021,2,5,20210227
56.0,2021-02-27,2021,2,5,20210227
2.0,2021-02-26,2021,2,4,20210226
1.0,2021-02-26,2021,2,4,20210226
5.0,2021-02-26,2021,2,4,20210226
60.0,2021-02-26,2021,2,4,20210226
4.0,2021-02-26,2021,2,4,20210226
6.0,2021-02-26,2021,2,4,20210226
8.0,2021-02-26,2021,2,4,20210226
9.0,2021-02-26,2021,2,4,20210226
11.0,2021-02-26,2021,2,4,20210226
10.0,2021-02-26,2021,2,4,20210226
12.0,2021-02-26,2021,2,4,20210226
13.0,2021-02-26,2021,2,4,20210226
66.0,2021-02-26,2021,2,4,20210226
15.0,2021-02-26,2021,2,4,20210226
19.0,2021-02-26,2021,2,4,20210226
16.0,2021-02-26,2021,2,4,20210226
17.0,2021-02-26,2021,2,4,20210226
18.0,2021-02-26,2021,2,4,20210226
20.0,2021-02-26,2021,2,4,20210226
21.0,2021-02-26,2021,2,4,20210226
22.0,2021-02-26,2021,2,4,20210226
25.0,2021-02-26,2021,2,4,20210226
24.0,2021-02-26,2021,2,4,20210226
23.0,2021-02-26,2021,2,4,20210226
26.0,2021-02-26,2021,2,4,20210226
27.0,2021-02-26,2021,2,4,20210226
29.0,2021-02-26,2021,2,4,20210226
69.0,2021-02-26,2021,2,4,20210226
28.0,2021-02-26,2021,2,4,20210226
30.0,2021-02-26,2021,2,4,20210226
37.0,2021-02-26,2021,2,4,20210226
38.0,2021-02-26,2021,2,4,20210226
